"SO AFRICAN RAND - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,122741,CME ,00,122 ,   30606,     178,    3613,     412,   21978,    1955,      99,    4887,   23083,     332,     685,     303,       0,   28571,   29797,    2035,     809,  -25483,   -2026,  -29975,      59,    4068,     369,       5,   -9719,   22121,  -17887,     340,    -122,       0,  -25160,  -25430,    -323,     -53,  100.0,    0.6,   11.8,    1.3,   71.8,    6.4,    0.3,   16.0,   75.4,    1.1,    2.2,    1.0,    0.0,   93.4,   97.4,    6.6,    2.6,     46,.,.,.,     12,.,.,     12,     10,.,.,.,      0,     32,     19,    66.2,    78.5,    75.0,    88.3,    66.2,    78.2,    74.9,    88.0,"(CONTRACTS OF ZAR 500,000)","122741","CME ","122 ","F15","Combined"
"DJIA Consolidated - CHICAGO BOARD OF TRADE",241217,2024-12-17,12460+,CBT ,00,124 ,  109048,   33826,   36365,   10313,   14976,   12016,    3352,   17492,   24260,    5398,     492,    1857,     843,   86692,   94404,   22356,   14643,   16524,    3231,   -3099,    9387,   -6729,    4649,    1376,    2683,    1718,    2374,     407,   -2284,     664,   13393,   14786,    3131,    1738,  100.0,   31.0,   33.3,    9.5,   13.7,   11.0,    3.1,   16.0,   22.2,    5.0,    0.5,    1.7,    0.8,   79.5,   86.6,   20.5,   13.4,    115,     12,     14,     14,     20,      8,      4,     28,     23,     21,      4,      4,      4,     89,     69,    34.9,    28.7,    43.8,    47.2,    31.9,    26.7,    39.3,    40.6,"($5 X DJIA INDEX)","12460+","CBT ","124 ","F20","Combined"
"DJIA x $5 - CHICAGO BOARD OF TRADE",241217,2024-12-17,124603,CBT ,00,124 ,  105511,   33706,   36494,   10184,   14950,   11993,    3352,   18031,   22879,    4386,     390,    1351,     790,   85789,   91429,   19722,   14082,   15749,    3282,   -2970,    9267,   -6755,    4649,    1376,    3430,    1401,    1695,     390,   -2313,     622,   13307,   13727,    2442,    2022,  100.0,   31.9,   34.6,    9.7,   14.2,   11.4,    3.2,   17.1,   21.7,    4.2,    0.4,    1.3,    0.7,   81.3,   86.7,   18.7,   13.3,     97,     11,     14,     14,     19,      7,      4,     25,     16,     15,.,.,.,     76,     57,    36.1,    29.6,    45.3,    48.8,    33.0,    27.6,    40.6,    42.0,"($5 X DJIA INDEX)","124603","CBT ","124 ","F20","Combined"
"DOW JONES U.S. REAL ESTATE IDX - CHICAGO BOARD OF TRADE",241217,2024-12-17,124606,CBT ,00,124 ,  101226,   25773,   59649,   20654,   36871,    6979,    1110,    3786,    7783,    1143,     384,       0,      74,   89795,   97392,   11431,    3834,   26230,   -2524,     440,   19887,    -942,    -316,     337,     284,    1610,    1142,     384,       0,      74,   18642,   23174,    7588,    3056,  100.0,   25.5,   58.9,   20.4,   36.4,    6.9,    1.1,    3.7,    7.7,    1.1,    0.4,    0.0,    0.1,   88.7,   96.2,   11.3,    3.8,     51,      6,      7,      4,     26,.,      5,.,      6,.,.,      0,.,     41,     22,    45.7,    71.7,    59.5,    85.5,    32.4,    61.8,    44.5,    68.2,"($100 X DJ US REAL ESTATE INDEX)","124606","CBT ","124 ","F20","Combined"
"MICRO E-MINI DJIA (x$0.5) - CHICAGO BOARD OF TRADE",241217,2024-12-17,124608,CBT ,00,124 ,   35367,    2491,       0,       0,     257,     232,       0,    4053,   23253,     685,    1017,    5059,     527,    9030,   29756,   26337,    5611,    7750,     782,       0,     -87,     257,       2,       0,   -1241,    9395,     564,     165,     288,     424,     864,   10586,    6886,   -2836,  100.0,    7.0,    0.0,    0.0,    0.7,    0.7,    0.0,   11.5,   65.7,    1.9,    2.9,   14.3,    1.5,   25.5,   84.1,   74.5,   15.9,     22,.,      0,      0,.,.,      0,      5,      7,      7,.,.,.,     17,     14,    15.3,    70.0,    21.7,    80.6,    14.4,    69.9,    20.2,    79.6,"($0.5 X DJIA INDEX)","124608","CBT ","124 ","F20","Combined"
"S&P 500 Consolidated - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,13874+,CME ,00,138 , 3586392,  152527, 1050248,  361419, 1213613,  173713,  169287,  200203,  468910,  909627,  138665,  150389,   60558, 3205901, 3344153,  380490,  242239,  289300,  -11599,   24702,   85865,  -31372,   15023,   45991,   14217,  -25471,  129253,    7444,  -29280,   20010,  259809,  266094,   29491,   23207,  100.0,    4.3,   29.3,   10.1,   33.8,    4.8,    4.7,    5.6,   13.1,   25.4,    3.9,    4.2,    1.7,   89.4,   93.2,   10.6,    6.8,    527,     29,     40,     48,    173,     42,    111,     84,     82,    121,     43,     31,     39,    460,    386,    15.5,    26.6,    23.0,    38.1,     5.7,    19.6,     9.7,    25.7,"(S&P 500 INDEX X $50.00)","13874+","CME ","138 ","F20","Combined"
"E-MINI S&P CONSU STAPLES INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,138748,CME ,00,138 ,   42214,   22815,   11305,    7889,    2388,   20087,     437,    1416,     479,      43,    2180,       0,       0,   37168,   40240,    5046,    1974,    9432,    1562,     670,    7889,   -2902,       0,       0,     433,       0,      43,       0,       0,       0,    7025,    8602,    2407,     830,  100.0,   54.0,   26.8,   18.7,    5.7,   47.6,    1.0,    3.4,    1.1,    0.1,    5.2,    0.0,    0.0,   88.0,   95.3,   12.0,    4.7,     29,      7,      6,      4,.,      8,.,.,.,.,.,      0,      0,     18,     17,    63.2,    72.3,    80.8,    87.9,    51.3,    55.1,    64.5,    70.0,"($100 x S&P Select Sector Consumer Staples Index price)","138748","CME ","138 ","F20","Combined"
"E-MINI S&P ENERGY INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,138749,CME ,00,138 ,   27332,   13143,    7231,    5737,    5404,    9645,       0,       0,    2693,     109,       0,     609,       0,   24393,   26024,    2939,    1308,    6259,    1239,    -418,    5737,    -724,     202,       0,       0,     542,     109,       0,    -102,       0,    6361,    6070,    -102,     189,  100.0,   48.1,   26.5,   21.0,   19.8,   35.3,    0.0,    0.0,    9.9,    0.4,    0.0,    2.2,    0.0,   89.2,   95.2,   10.8,    4.8,     27,      7,      5,      4,      4,.,      0,      0,      7,.,      0,.,      0,     14,     19,    61.6,    66.4,    82.6,    80.0,    53.7,    58.6,    64.5,    66.9,"($100 x S&P Select Sector Energy Index price)","138749","CME ","138 ","F20","Combined"
"E-MINI S&P 500 - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,13874A,CME ,00,138 , 3555473,  152387, 1053128,  358193, 1210862,  173830,  169041,  198063,  475218,  895477,  138665,  149538,   59920, 3182608, 3334345,  372865,  221128,  286021,  -11292,   25050,   85451,  -31645,   15242,   46003,   12880,  -24552,  127738,    7444,  -29350,   19837,  256417,  265419,   29604,   20602,  100.0,    4.3,   29.6,   10.1,   34.1,    4.9,    4.8,    5.6,   13.4,   25.2,    3.9,    4.2,    1.7,   89.5,   93.8,   10.5,    6.2,    514,     27,     40,     48,    170,     42,    108,     79,     80,    117,     43,     29,     38,    450,    375,    15.5,    26.8,    23.0,    38.3,     5.8,    19.7,     9.8,    25.9,"($50 X S&P 500 INDEX)","13874A","CME ","138 ","F20","Combined"
"E-MINI S&P FINANCIAL INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,13874C,CME ,00,138 ,   69237,   36764,   58780,    3939,   22138,     218,       0,    1151,    2120,    1720,       0,     398,     142,   65854,   67317,    3383,    1920,    4907,     825,    -652,    3549,     212,       0,       0,   -1125,     312,    1297,       0,    -142,     142,    4900,    4506,       7,     401,  100.0,   53.1,   84.9,    5.7,   32.0,    0.3,    0.0,    1.7,    3.1,    2.5,    0.0,    0.6,    0.2,   95.1,   97.2,    4.9,    2.8,     39,      8,      5,      4,     16,.,      0,.,      5,      4,      0,.,.,     34,     14,    52.1,    77.2,    71.6,    93.8,    51.7,    72.4,    71.3,    87.5,"($250 x S&P Select Sector Financial Index price)","13874C","CME ","138 ","F20","Combined"
"E-MINI S&P HEALTH CARE INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,13874E,CME ,00,138 ,   17186,    6325,   10562,      53,    7768,    2476,     140,     240,     771,     288,       0,    1445,       0,   14814,   15735,    2372,    1451,     399,     106,     -73,      53,     201,       0,       0,     -15,     227,     288,       0,       0,       0,     633,     495,    -234,     -96,  100.0,   36.8,   61.5,    0.3,   45.2,   14.4,    0.8,    1.4,    4.5,    1.7,    0.0,    8.4,    0.0,   86.2,   91.6,   13.8,    8.4,     23,      5,      5,.,      5,.,.,.,      4,.,      0,.,      0,     13,     14,    56.6,    60.8,    78.9,    84.3,    56.5,    60.8,    78.6,    84.3,"($100 x S&P Select Sector Health Care Index price)","13874E","CME ","138 ","F20","Combined"
"E-MINI S&P MATERIALS INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,13874H,CME ,00,138 ,   22995,    6653,    4753,    8343,    5124,    5139,       0,       0,    1518,       0,       0,       0,       0,   20120,   19753,    2875,    3242,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,   28.9,   20.7,   36.3,   22.3,   22.3,    0.0,    0.0,    6.6,    0.0,    0.0,    0.0,    0.0,   87.5,   85.9,   12.5,   14.1,     22,      6,.,      7,.,      6,      0,      0,.,      0,      0,      0,      0,     13,     16,    53.7,    54.2,    79.1,    70.7,    43.0,    31.4,    51.0,    42.4,"($100 x S&P Select Sector Materials Index price)","13874H","CME ","138 ","F20","Combined"
"E-MINI S&P TECHNOLOGY INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,13874I,CME ,00,138 ,   21928,    1737,   14411,    3390,   11496,     474,      15,       0,    1041,    1154,     814,       0,       0,   18606,   20485,    3322,    1443,    6303,      -6,    1053,    3390,     919,       0,       0,       0,      17,    1154,       0,       0,       0,    5457,    5614,     846,     689,  100.0,    7.9,   65.7,   15.5,   52.4,    2.2,    0.1,    0.0,    4.7,    5.3,    3.7,    0.0,    0.0,   84.9,   93.4,   15.1,    6.6,     28,      4,      8,      6,     10,.,.,      0,.,.,.,      0,      0,     23,     14,    45.4,    68.4,    60.3,    86.0,    42.9,    62.2,    54.6,    69.9,"($100 x S&P Select Sector Technology Index price)","13874I","CME ","138 ","F20","Combined"
"E-MINI S&P UTILITIES INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,13874J,CME ,00,138 ,   35854,    4786,    9846,   12407,    8675,    8033,     151,    1524,    1297,     381,       0,     826,       0,   27924,   32941,    7930,    2913,   15553,     345,    1295,   12407,   -1158,       0,       0,    -178,     254,     381,       0,       0,       0,   11797,   14337,    3756,    1216,  100.0,   13.3,   27.5,   34.6,   24.2,   22.4,    0.4,    4.3,    3.6,    1.1,    0.0,    2.3,    0.0,   77.9,   91.9,   22.1,    8.1,     32,      6,      6,      6,      9,.,.,.,      4,.,      0,.,      0,     23,     18,    48.5,    66.4,    60.3,    81.6,    23.4,    43.2,    30.9,    51.1,"($100 x S&P Select Sector Utilities Index price)","13874J","CME ","138 ","F20","Combined"
"MICRO E-MINI S&P 500 INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,13874U,CME ,00,138 ,  309185,   33320,    3125,     349,   29791,    1113,     184,  118640,   34152,   44268,    5928,   14440,     453,  232933,   98083,   76252,  211102,   32793,     722,     319,     345,    3911,   -1005,   -1308,   12681,   -9886,   15844,    1321,    2030,     409,   33925,    6749,   -1132,   26044,  100.0,   10.8,    1.0,    0.1,    9.6,    0.4,    0.1,   38.4,   11.0,   14.3,    1.9,    4.7,    0.1,   75.3,   31.7,   24.7,   68.3,     39,.,.,.,     12,.,      5,     10,      8,     11,.,.,.,     33,     26,    47.5,    14.9,    58.4,    22.5,    42.6,    10.3,    50.2,    15.1,"($5 X S&P 500 INDEX)","13874U","CME ","138 ","F20","Combined"
"ADJUSTED INT RATE S&P 500 TOTL - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,13874W,CME ,00,138 ,  870786,  245609,  223423,  310404,    1634,   71500,    4365,  103715,   60882,  183143,    8179,       0,    8020,  865069,  861737,    5717,    9049,  117256,    8673,    2039,   78581,       0,   14500,    -500,    6929,   -2302,   21278,      50,       0,    3386,  118397,  116982,   -1141,     274,  100.0,   28.2,   25.7,   35.6,    0.2,    8.2,    0.5,   11.9,    7.0,   21.0,    0.9,    0.0,    0.9,   99.3,   99.0,    0.7,    1.0,     60,     11,     14,     22,.,      6,.,      9,     11,     22,.,      0,.,     51,     57,    42.8,    23.0,    62.5,    41.4,    29.9,    14.6,    36.6,    26.0,"(S&P 500 TOTAL RETURN INDEX x $25)","13874W","CME ","138 ","F20","Combined"
"NASDAQ-100 Consolidated - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,20974+,CME ,00,209 ,  403719,   44253,  115606,   35822,   98104,   26022,    9983,   45329,   96789,   64138,   44721,    3584,   11962,  354312,  363905,   49407,   39813,   49731,   -3929,   -9854,   16959,   -4943,    2954,    4401,    1577,    4616,   22692,    9105,    -351,    3631,   49493,   45049,     238,    4683,  100.0,   11.0,   28.6,    8.9,   24.3,    6.4,    2.5,   11.2,   24.0,   15.9,   11.1,    0.9,    3.0,   87.8,   90.1,   12.2,    9.9,    305,     26,     24,     35,     76,     21,     32,     56,     50,     48,     28,     19,     23,    242,    201,    20.8,    27.1,    32.3,    39.9,    16.1,    24.8,    24.5,    35.4,"(NASDAQ 100 INDEX X $20)","20974+","CME ","209 ","F20","Combined"
"NASDAQ MINI - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,209742,CME ,00,209 ,  387000,   45424,  119028,   30720,   97820,   26022,    9975,   48267,   98146,   53101,   45260,    3348,   10785,  341352,  351125,   45648,   35875,   49280,   -3965,   -9510,   16419,   -4947,    2954,    4399,     647,    3874,   23784,    9173,    -262,    3398,   48910,   45057,     370,    4223,  100.0,   11.7,   30.8,    7.9,   25.3,    6.7,    2.6,   12.5,   25.4,   13.7,   11.7,    0.9,    2.8,   88.2,   90.7,   11.8,    9.3,    277,     23,     22,     32,     74,     21,     31,     51,     49,     47,     23,     13,     18,    222,    183,    20.3,    28.2,    32.3,    41.3,    16.8,    25.9,    25.6,    36.9,"(NASDAQ 100 STOCK INDEX X $20)","209742","CME ","209 ","F20","Combined"
"MICRO E-MINI NASDAQ-100 INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,209747,CME ,00,209 ,  167188,   38734,   16213,     590,    2845,       0,      70,   60141,   75966,   20842,    6076,   13819,     299,  129597,  127799,   37591,   39389,    4514,    5177,    1380,     582,      31,       0,      20,    -558,   -2441,   -1062,    1954,    1748,    -309,    5836,     -82,   -1322,    4596,  100.0,   23.2,    9.7,    0.4,    1.7,    0.0,    0.0,   36.0,   45.4,   12.5,    3.6,    8.3,    0.2,   77.5,   76.4,   22.5,   23.6,     56,      4,      5,.,      6,      0,.,     18,      8,      9,      7,      8,.,     42,     31,    58.4,    52.8,    66.3,    65.7,    53.5,    52.6,    56.8,    59.6,"(NASDAQ 100 STOCK INDEX x $2)","209747","CME ","209 ","F20","Combined"
"RUSSELL E-MINI - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,239742,CME ,00,239 ,  584648,   65221,  211712,   47188,  264225,   94061,   32721,   60441,  107110,   45710,   14250,   14731,    5037,  534792,  558270,   49856,   26378,   49905,    3181,    -886,   30304,   -8267,   -2255,    2739,    6838,  -15203,   23172,  -16202,     245,    4231,   45997,   42348,    3908,    7557,  100.0,   11.2,   36.2,    8.1,   45.2,   16.1,    5.6,   10.3,   18.3,    7.8,    2.4,    2.5,    0.9,   91.5,   95.5,    8.5,    4.5,    382,     33,     25,     22,    121,     37,     38,     54,     79,     54,     20,     11,      7,    292,    211,    13.3,    32.0,    21.4,    40.4,    13.3,    28.3,    21.1,    36.1,"(RUSSEL 2000 INDEX X $50)","239742","CME ","239 ","F20","Combined"
"EMINI RUSSELL 1000 VALUE INDEX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,239744,CME ,00,239 ,   35978,   18252,   12638,    3214,   10213,   17461,     570,    1258,       0,       9,       0,     336,      32,   33548,   34260,    2430,    1718,    4257,     423,    -217,    3214,    -718,      12,     274,     209,       0,       2,       0,       0,      32,    3436,    3317,     821,     940,  100.0,   50.7,   35.1,    8.9,   28.4,   48.5,    1.6,    3.5,    0.0,    0.0,    0.0,    0.9,    0.1,   93.2,   95.2,    6.8,    4.8,     28,      4,      5,      4,     10,      4,.,.,      0,.,      0,.,.,     23,     14,    62.7,    77.9,    75.4,    90.9,    60.3,    76.2,    71.0,    83.7,"(RUSSELL 1000 VALUE INDEX x $50)","239744","CME ","239 ","F20","Combined"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,239747,CME ,00,239 ,   41927,    4696,    1030,     169,    2544,       0,       0,    9654,    8864,    6555,    2766,    3095,     190,   26574,   19903,   15353,   22024,   12166,    1285,     220,      93,     225,       0,       0,    2131,    3461,    5724,     -50,    1629,     190,    9598,   11317,    2568,     849,  100.0,   11.2,    2.5,    0.4,    6.1,    0.0,    0.0,   23.0,   21.1,   15.6,    6.6,    7.4,    0.5,   63.4,   47.5,   36.6,   52.5,     33,.,.,.,      6,      0,      0,      7,      9,      9,      4,.,.,     25,     19,    27.4,    28.1,    41.5,    39.6,    23.9,    21.9,    34.0,    28.2,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","Combined"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,240741,CME ,00,240 ,   10376,       0,    4156,       0,    7383,     229,       3,     534,    4475,       0,       0,     202,       0,    7920,    9065,    2456,    1311,   -4738,       0,   -1224,   -1321,       4,       3,      -7,     234,    2269,   -3185,       0,    -424,       0,   -4275,   -3889,    -463,    -849,  100.0,    0.0,   40.1,    0.0,   71.2,    2.2,    0.0,    5.1,   43.1,    0.0,    0.0,    1.9,    0.0,   76.3,   87.4,   23.7,   12.6,     20,      0,.,      0,      9,.,.,.,      4,      0,      0,.,      0,     11,     10,    57.8,    72.3,    69.6,    85.4,    57.8,    72.3,    69.6,    85.4,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","Combined"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",241217,2024-12-17,240743,CME ,00,240 ,   32195,    6942,    2003,     255,    8134,    1110,     880,    9016,    3674,       0,     527,     293,      16,   25770,    8231,    6425,   23964,  -13722,   -5382,   -1274,   -2994,    1001,    -292,    -153,    1640,   -2311,   -3344,   -1876,    -300,     -92,  -11200,  -10760,   -2522,   -2962,  100.0,   21.6,    6.2,    0.8,   25.3,    3.4,    2.7,   28.0,   11.4,    0.0,    1.6,    0.9,    0.0,   80.0,   25.6,   20.0,   74.4,     43,      7,.,.,     11,.,.,      9,      9,      0,.,.,.,     31,     18,    39.8,    12.0,    53.9,    19.1,    37.4,    11.7,    51.4,    16.9,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","Combined"
"MSCI EAFE  - ICE FUTURES U.S.",241217,2024-12-17,244041,ICUS,01,244 ,  556076,   38789,  255365,   74694,  317391,   73008,   39296,   24573,   36383,    5698,   13533,   41353,   23432,  537406,  549229,   18670,    6847,  104495,    -496,   -4861,   73197,    1101,    -218,   -2772,    -899,    1841,    4920,    -163,    9187,   22721,   97609,  104015,    6886,     480,  100.0,    7.0,   45.9,   13.4,   57.1,   13.1,    7.1,    4.4,    6.5,    1.0,    2.4,    7.4,    4.2,   96.6,   98.8,    3.4,    1.2,    195,     14,     16,     15,     75,     40,     42,     22,     17,     16,      7,      4,.,    153,    118,    23.2,    36.8,    39.1,    58.8,    19.7,    25.6,    30.9,    43.9,"(MSCI EAFE INDEX X $50)","244041","ICUS","244 ","F20","Combined"
